,SALEDATE,PRICE
107919,2015-10-16,230000.0
107920,2008-08-11,550000.0
107922,2002-10-07,200100.0
107923,2010-05-27,250000.0
107924,2013-07-26,215000.0
107927,2000-06-30,130500.0
107930,2014-07-09,530000.0
107931,2016-07-20,515000.0
107933,2014-08-15,280000.0
107934,2000-10-16,251000.0
107935,2012-05-07,539000.0
107938,2017-08-02,247000.0
107940,2012-10-02,203000.0
107941,2015-10-08,269500.0
107942,2017-04-07,649000.0
107943,2018-01-31,1250000.0
107946,2014-05-30,1310000.0
107947,2016-01-26,565000.0
107948,2007-06-15,1202725.0
107949,2017-07-17,683000.0
107950,2018-04-18,900000.0
107951,2007-04-30,849725.0
107952,2016-06-06,1500000.0
107953,2015-12-15,1640000.0
107954,2015-03-19,965000.0
107955,2007-06-20,944100.0
107956,2018-04-30,888500.0
107957,2007-06-15,1439100.0
107958,2016-07-19,1250000.0
107959,2007-06-15,1439100.0
107960,2010-11-12,1300000.0
107961,2015-11-04,2400000.0
107962,2012-04-06,1725000.0
107963,2008-01-16,2000000.0
107964,2013-08-22,1800000.0
107965,2014-06-18,1250000.0
107966,2007-05-24,1596900.0
107967,2007-06-07,1601575.0
107968,2014-09-16,1475000.0
107969,2013-04-05,1625000.0
107970,2011-06-21,1825000.0
107971,2009-08-13,2350000.0
107972,2007-05-24,2730811.0
107973,2016-07-19,444500.0
107974,2015-09-30,385000.0
107976,2016-05-05,960000.0
107977,2012-07-30,1400000.0
107978,2003-03-24,625000.0
107982,2008-12-19,1400000.0
107983,2008-12-19,1400000.0
107984,2009-09-08,610000.0
107986,2014-06-13,1680000.0
107987,2012-07-13,1225000.0
107988,2013-01-10,639000.0
107989,2017-08-31,550000.0
107990,2005-06-09,750000.0
107994,2016-07-21,549999.0
107995,2006-04-20,495000.0
107996,1992-12-15,400000.0
107997,2003-07-03,264000.0
107999,2002-08-07,535000.0
108000,2012-10-23,1040000.0
108001,2016-06-29,700000.0
108002,2003-04-24,349000.0
108004,2012-02-22,585000.0
108005,2017-09-19,650000.0
108006,2008-05-28,445000.0
108007,2017-01-19,950000.0
108008,2007-09-10,935000.0
108009,2015-02-09,1150000.0
108010,2015-02-09,1150000.0
108011,2005-04-15,750000.0
108012,2016-07-08,885000.0
108015,2015-03-03,642500.0
108019,2007-02-13,529000.0
108020,2000-12-04,285000.0
108021,2003-01-15,149900.0
108022,2013-08-15,223500.0
108023,2014-01-07,221000.0
108024,2007-06-26,425000.0
108025,2003-04-25,162000.0
108026,2014-10-23,227700.0
108027,2015-07-15,332000.0
108028,2016-06-06,615000.0
108030,2001-06-14,230000.0
108031,2009-03-27,405000.0
108032,2014-12-15,410000.0
108034,2012-07-16,540000.0
108037,1998-10-01,163750.0
108038,2013-04-30,530000.0
108039,2013-08-30,540000.0
108040,2005-06-15,429000.0
108042,2000-11-03,210000.0
108045,2017-06-16,629000.0
108046,2016-10-24,459000.0
108047,2013-07-29,455000.0
108048,2018-05-31,629000.0
108050,2007-12-21,575000.0
108052,1998-09-22,269000.0
108053,2015-03-27,825000.0
108054,1995-06-13,182000.0
108058,2010-09-15,613500.0
108061,1999-02-17,214000.0
108062,1999-01-14,255500.0
108063,2017-08-11,645000.0
108064,2014-08-19,598500.0
108066,1993-06-02,225000.0
108067,2005-05-18,690000.0
108070,2005-09-16,490000.0
108073,2002-11-01,380000.0
108076,2005-10-19,730000.0
108077,2005-08-22,639000.0
108080,2013-09-17,565000.0
108081,2012-07-09,425000.0
108084,2016-11-07,870000.0
108086,2012-10-02,535000.0
108087,2003-11-07,487500.0
108090,2013-05-03,975000.0
108091,2007-01-17,875000.0
108092,2004-12-16,480000.0
108093,2013-07-16,480000.0
108094,2004-05-11,392000.0
108095,1992-05-08,170000.0
108096,2012-08-09,475000.0
108097,2015-07-30,611000.0
108098,2017-12-29,549000.0
108100,1997-04-17,144000.0
108102,2007-05-04,520000.0
108105,2015-07-14,610000.0
108106,2017-11-28,356000.0
108107,2015-06-02,407000.0
108108,2015-06-16,465000.0
108109,2017-06-27,455000.0
108110,2012-04-18,340000.0
108111,2013-11-22,447500.0
108112,2009-08-19,585000.0
108113,2014-12-29,459495.0
108114,2015-06-17,590000.0
108115,2008-09-25,347900.0
108116,2016-03-14,386500.0
108117,2012-05-30,340000.0
108118,2015-06-22,460000.0
108119,2011-06-07,315000.0
108120,2009-08-17,467000.0
108121,2013-07-31,356000.0
108122,2013-05-21,500000.0
108123,2008-04-03,361900.0
108124,2016-10-31,592500.0
108125,1999-04-01,194500.0
108126,2014-07-11,460000.0
108127,2018-01-12,442500.0
108128,2011-03-01,580000.0
108129,2006-04-28,710000.0
108131,2015-02-04,450000.0
108133,2015-03-10,450000.0
108135,1993-06-09,174500.0
108136,2002-07-15,453000.0
108138,2007-07-06,428000.0
108139,2015-08-18,440000.0
108140,2005-04-26,430000.0
108141,2015-11-23,475000.0
108144,2003-04-22,315000.0
108145,1999-12-14,82000.0
108152,2013-02-27,299000.0
108153,2006-04-07,390500.0
108154,2005-07-06,320000.0
108155,2013-12-04,315000.0
108157,2009-09-10,410000.0
108158,2017-05-22,315000.0
108159,2003-10-31,235000.0
108160,2015-09-29,275000.0
108161,2013-09-25,460611.0
108162,2016-04-21,320000.0
108164,2003-11-13,206000.0
108166,2002-10-01,216000.0
108167,2018-06-05,355000.0
108168,2005-04-14,295000.0
108169,1996-07-26,144750.0
108173,2006-03-17,295000.0
108174,2016-04-20,298000.0
108175,2001-12-17,153000.0
108176,2018-04-04,426000.0
108177,2011-09-27,338800.0
108178,1996-08-13,65500.0
108181,2016-12-13,299000.0
108182,2011-08-25,425000.0
108184,2010-06-11,376500.0
108185,2006-05-16,270000.0
108187,2004-07-01,280000.0
108188,2000-07-18,124300.0
108189,2002-09-04,150000.0
108192,2016-01-28,350000.0
108193,2016-10-20,260000.0
108195,1994-05-24,115500.0
108197,2011-03-31,316200.0
108198,2011-01-24,795600.0
108199,2011-04-12,293400.0
108200,2015-10-20,320000.0
108201,2011-03-16,425000.0
108202,2011-02-04,339900.0
108203,2015-04-06,164772.0
108204,2011-03-16,456740.0
108205,2014-06-25,337500.0
108206,2017-12-21,399500.0
108207,2011-03-11,501400.0
108208,2017-08-01,476000.0
108209,2017-01-31,399900.0
108210,2011-02-17,664900.0
108211,2016-09-14,310000.0
108212,2013-01-25,550000.0
108213,2011-03-16,319900.0
108214,2015-04-28,365000.0
108215,2017-02-16,345000.0
108216,2011-01-21,359900.0
108217,2011-01-26,339900.0
108218,2011-07-28,465491.0
108219,2017-09-11,370000.0
108220,2011-03-24,480000.0
108221,2014-11-03,282500.0
108223,2016-08-23,409000.0
108224,2014-09-05,285000.0
108225,2010-06-24,250000.0
108228,2008-04-28,162000.0
108231,2017-07-14,295000.0
108232,2013-11-12,287500.0
108233,2011-09-13,415000.0
108234,1998-06-01,130000.0
108235,1992-08-06,85000.0
108236,1998-01-14,88000.0
108237,2010-10-26,265000.0
108239,2009-06-22,270000.0
108240,2003-07-15,164800.0
108245,2011-01-28,300000.0
108246,2000-05-02,110000.0
108248,2016-10-07,432000.0
108250,2000-07-14,85000.0
108251,2000-07-31,165000.0
108252,2009-06-10,387000.0
108255,1995-06-07,49000.0
108256,2010-12-29,339000.0
108257,2000-03-15,30000.0
108258,2016-08-30,385000.0
108261,2013-07-10,207000.0
108262,2017-11-06,439000.0
108263,1995-11-02,115000.0
108264,2010-05-03,313000.0
108265,2007-04-26,218000.0
108266,2002-06-25,215000.0
108268,2015-07-28,615000.0
108269,2015-08-14,1911700.0
108270,2015-09-17,1680600.0
108271,2015-10-14,1819000.0
108272,2015-08-10,977500.0
108273,2015-12-01,814900.0
108274,2015-08-12,649900.0
108275,2015-08-04,489900.0
108276,2018-03-28,799000.0
108277,2015-08-14,579900.0
108278,2015-12-01,719900.0
108280,2015-08-04,1507500.0
108281,2015-10-14,490000.0
108282,2015-08-17,961468.0
108283,2015-09-11,496000.0
108284,2015-12-17,989900.0
108285,2015-08-20,579900.0
108286,2015-08-31,524900.0
108287,2015-08-11,1583237.0
108288,2017-02-03,660000.0
108290,2016-01-27,837500.0
108291,2016-02-03,902500.0
108292,2017-03-06,705000.0
108293,2017-02-17,965000.0
108294,2017-01-03,1198250.0
108296,2010-05-21,290000.0
108297,2009-06-19,289000.0
108299,2015-07-15,796000.0
108300,2016-01-26,875000.0
108301,2015-06-25,904900.0
108302,2015-03-20,1099000.0
108303,2015-04-08,1049900.0
108306,2015-02-27,550000.0
108307,2013-04-05,527500.0
108309,2016-02-23,545000.0
108310,2005-05-19,248900.0
108311,2007-08-15,315000.0
108312,2014-11-10,379900.0
108313,2006-10-26,320000.0
108314,2004-06-23,237900.0
108315,2007-07-27,284900.0
108316,2004-08-02,250800.0
108317,2004-04-27,261500.0
108318,2008-08-22,335000.0
108319,2010-02-17,289000.0
108320,2004-07-07,265200.0
108321,2004-05-25,198900.0
108322,2013-11-18,324500.0
108323,2007-11-02,309500.0
108324,2014-07-17,335000.0
108325,2004-06-15,249300.0
108326,2004-10-25,475500.0
108327,2004-04-08,409900.0
108328,2009-08-13,468000.0
108329,2013-09-17,525700.0
108330,2005-04-08,487500.0
108331,2005-05-19,433900.0
108332,2004-08-16,487200.0
108333,2004-11-22,290000.0
108335,2017-07-12,384900.0
108336,2004-07-06,262000.0
108337,2006-08-30,294500.0
108338,2005-11-02,339000.0
108340,2007-11-20,384900.0
108341,2009-09-15,469900.0
108342,2018-01-29,457500.0
108343,2007-11-19,529400.0
108344,2008-09-30,237900.0
108346,2009-02-12,199900.0
108347,2016-11-30,487750.0
108348,2009-10-16,372000.0
108349,2007-11-28,534400.0
108351,2017-06-27,395000.0
108352,2015-08-18,525000.0
108353,2018-05-15,485000.0
108354,2012-01-04,422000.0
108355,2014-05-09,422000.0
108356,2018-07-06,397900.0
108357,2008-04-29,312900.0
108358,2015-07-09,436000.0
108360,2017-12-18,555000.0
108361,2012-10-10,555000.0
108362,2016-04-21,360000.0
108363,2014-05-28,515000.0
108364,2008-02-29,453900.0
108366,2008-07-24,414000.0
108367,2013-08-29,476250.0
108368,2013-09-06,514000.0
108369,2016-11-30,350000.0
108370,2013-03-22,485000.0
108371,2014-05-12,349800.0
108372,2008-02-29,340900.0
108373,2017-02-08,549000.0
108374,2009-03-06,460000.0
108375,2009-04-07,339000.0
108377,2009-11-25,340900.0
108378,2017-06-08,620000.0
108379,2014-03-21,350000.0
108380,2008-01-29,318000.0
108381,2010-02-23,255000.0
108382,2016-07-29,720000.0
108383,2016-04-07,905000.0
108384,2011-05-05,316000.0
108385,2018-05-07,442000.0
108386,2018-06-05,460000.0
108387,2011-03-21,246000.0
108389,2016-07-05,442900.0
108390,2010-04-26,345000.0
108391,2012-10-26,274500.0
108392,2014-06-25,380000.0
108393,2006-06-09,325000.0
108394,2016-09-08,442000.0
108395,2016-11-18,320000.0
108396,2007-07-03,319000.0
108397,2013-04-11,377500.0
108398,2010-09-02,320000.0
108399,2013-11-19,284000.0
108400,2013-01-14,459900.0
108401,2017-01-03,255980.0
108402,2017-01-03,98394.0
108403,2017-01-03,76794.0
108404,2016-12-29,76794.0
108406,2011-04-18,395000.0
108407,2015-06-18,456700.0
108408,2007-11-02,385000.0
108409,2017-05-23,651000.0
108410,2017-08-16,480000.0
108411,2017-02-24,489900.0
108412,2000-05-30,140000.0
108414,2002-09-12,101000.0
108415,2013-08-06,142000.0
108417,1999-05-06,30000.0
108418,2003-01-08,89900.0
108419,2017-08-02,295000.0
108420,2006-05-15,325000.0
108421,2016-04-25,315000.0
108423,2015-02-02,563000.0
108424,2015-11-17,322000.0
108425,2017-03-15,615000.0
108426,2016-07-28,250000.0
108427,2016-02-18,485000.0
108428,2011-03-15,285000.0
108431,1994-02-23,123000.0
108432,2017-12-04,296000.0
108433,2015-09-01,290000.0
108435,2015-12-18,439000.0
108438,2012-05-15,315000.0
108439,2007-03-20,345000.0
108441,2015-01-08,340000.0
108442,2002-10-01,379000.0
108444,2018-01-31,503012.0
108445,2008-05-05,390000.0
108447,1994-04-20,127700.0
108449,2000-08-28,97000.0
108450,2000-11-09,248000.0
108451,2004-11-16,210000.0
108453,2009-07-15,495000.0
108454,2016-05-25,347500.0
108456,1998-10-01,108000.0
108457,2017-10-16,290000.0
108458,2016-01-13,282000.0
108459,2001-08-02,195000.0
108463,1997-11-21,88400.0
108465,2002-09-27,199900.0
108466,2013-09-05,530000.0
108467,2018-01-04,335000.0
108468,2006-05-22,595000.0
108470,2016-03-16,599000.0
108471,2013-09-20,339000.0
108472,2008-12-18,570000.0
108474,2013-07-29,525000.0
108475,2000-07-12,98500.0
108476,2015-10-01,299000.0
108477,2012-03-20,350000.0
108481,2018-04-05,301000.0
108483,2017-12-01,889000.0
108485,2017-05-26,620000.0
108486,2017-09-01,635000.0
108487,2017-01-10,744199.0
108488,2009-11-06,210000.0
108490,2005-03-29,312000.0
108492,2014-07-30,215620.0
108493,2014-04-08,354000.0
108494,2013-07-24,405000.0
108495,1999-05-05,129000.0
108496,2010-08-24,361000.0
108497,2002-02-14,113000.0
108498,2016-12-29,338000.0
108500,2001-03-15,109000.0
108501,2009-11-12,265000.0
108502,2016-02-17,259000.0
108505,2017-10-23,399000.0
108511,2017-09-22,399999.0
108512,1999-08-04,135000.0
108515,2014-02-04,755000.0
108516,2015-02-11,850000.0
108518,2002-06-19,90000.0
108519,2008-10-27,350000.0
108521,2010-09-09,180000.0
108523,2013-08-20,525000.0
108526,2009-10-14,325000.0
108527,2008-05-05,575000.0
108528,2009-07-15,1053500.0
108529,2009-08-10,660000.0
108530,2010-01-04,590000.0
108531,2016-05-05,665000.0
108532,2013-03-19,412000.0
108533,2009-05-06,365000.0
108534,2013-12-30,1200000.0
108536,2016-08-01,975000.0
108537,2017-01-18,985000.0
108538,2010-08-06,830000.0
108539,2009-06-08,302750.0
108540,2008-07-01,370000.0
108541,2017-08-03,380000.0
108542,2008-05-30,675000.0
108543,2010-02-01,1403000.0
108544,2010-03-22,1270000.0
108545,2018-01-05,1975000.0
108546,2016-07-11,490000.0
108547,2014-12-30,1150000.0
108548,2017-07-21,830000.0
108549,2009-09-15,575000.0
108550,2013-12-23,700000.0
108551,2007-06-25,272500.0
108552,2016-02-26,135000.0
108553,2017-02-14,271000.0
108554,2016-04-07,249000.0
108555,2009-07-31,249000.0
108557,2000-11-13,72000.0
108560,2007-02-09,289000.0
108561,2004-08-02,227900.0
108563,2004-04-19,198900.0
108565,2005-11-28,335000.0
108566,2013-05-24,299900.0
108567,2007-05-07,342500.0
108568,2004-12-10,437500.0
108569,2017-07-26,595000.0
108570,2018-06-26,580000.0
108571,2013-09-20,550000.0
108572,2008-11-14,489000.0
108573,2005-10-06,490900.0
108574,2018-06-18,577000.0
108575,2012-07-12,524500.0
108576,2009-01-30,328000.0
108578,2008-04-08,325000.0
108579,2006-10-27,354900.0
108580,2007-10-29,349000.0
108581,2017-12-04,379000.0
108582,2017-04-06,375000.0
108583,2018-06-26,399900.0
108584,2015-08-05,670000.0
108585,2017-10-17,695000.0
108586,2014-06-18,659000.0
108587,2014-02-25,600000.0
108588,2011-08-03,507000.0
108590,2010-05-10,510000.0
108591,2002-08-16,307000.0
108592,2017-07-20,610000.0
108593,2007-10-18,610000.0
108594,2016-02-26,669000.0
108596,2010-12-28,535000.0
108597,2016-11-01,650000.0
108598,1996-03-08,141000.0
108600,2006-05-03,555000.0
108602,2004-09-20,404000.0
108603,2011-12-15,557000.0
108604,2017-07-03,675000.0
108605,2017-07-10,640000.0
108607,2013-01-10,578500.0
108608,2006-11-30,469000.0
108612,2015-03-23,550000.0
108613,1994-09-22,148500.0
108617,2017-07-05,850000.0
108620,2001-10-09,353000.0
108622,2016-04-14,799000.0
108623,1994-04-29,204000.0
108626,2008-06-04,715000.0
108627,2015-04-30,650000.0
108628,2012-07-23,515000.0
108630,2016-06-29,699000.0
108632,2009-01-22,547500.0
108633,1998-11-18,79500.0
108634,2014-11-17,462500.0
108636,2014-03-19,483900.0
108637,2017-05-23,605000.0
108638,2013-11-27,379000.0
108639,1998-12-08,87500.0
108640,1993-01-11,96000.0
108641,2013-11-04,375000.0
108642,1997-06-23,76900.0
108643,2002-08-28,239200.0
108644,2017-07-11,605000.0
108645,2013-01-18,425000.0
108646,2017-11-02,605000.0
108647,2010-02-22,392000.0
108648,2017-11-22,566500.0
108650,2014-12-23,435000.0
108652,2018-05-16,547000.0
108654,2007-09-14,194600.0
108656,2015-07-30,298000.0
108657,2011-03-17,215000.0
108658,2017-02-02,492500.0
108659,2017-01-10,419900.0
108660,2018-06-26,600000.0
108661,2016-12-27,404900.0
108662,2018-01-30,450000.0
108663,2017-06-02,465000.0
108664,2017-02-27,470000.0
108665,2017-09-06,117500.0
108666,2017-06-23,299900.0
108667,2017-03-30,334950.0
108668,2017-01-11,429900.0
108669,2017-01-11,499900.0
108670,2007-05-15,150000.0
108671,2006-03-07,285000.0
108672,2011-02-17,35000.0
108673,2010-03-23,47000.0
108674,2010-06-14,110000.0
108675,2009-06-09,64900.0
108677,2012-06-26,45000.0
108678,2010-06-14,47000.0
108679,2006-08-02,164000.0
108680,2007-01-09,169000.0
108681,2006-10-23,176500.0
108682,2008-10-29,155000.0
108683,2007-01-10,175000.0
108684,2013-06-13,60000.0
108685,2007-01-10,192345.0
108686,2014-02-11,80000.0
108687,2012-07-31,32000.0
108688,2007-04-03,189900.0
108689,2016-09-01,65000.0
108690,2007-05-09,120000.0
108691,2018-03-06,50000.0
108692,2007-05-25,199900.0
108693,2007-05-02,199900.0
108694,2011-04-28,29000.0
108695,2007-04-23,155900.0
108696,2007-06-07,169900.0
108697,2007-04-18,139900.0
108699,2007-04-23,179900.0
108700,2007-06-18,139900.0
108702,2007-05-01,191000.0
108703,2007-04-02,187900.0
108704,2015-01-07,43500.0
108705,2007-07-03,149900.0
108706,2007-04-23,202800.0
108707,2007-08-02,195000.0
108708,2007-09-21,149900.0
108709,2007-08-27,179900.0
108710,2007-07-10,159900.0
108711,2018-01-03,91000.0
108713,2009-01-12,185000.0
108715,2009-07-01,169000.0
108724,2017-12-14,260000.0
108725,2017-12-14,130000.0
108727,2017-12-14,260000.0
108728,2017-12-14,130000.0
108729,2017-12-14,130000.0
108730,2013-07-01,5453.0
108732,1996-07-01,70000.0
108733,2006-11-22,198400.0
108734,2006-12-29,169900.0
108735,2006-11-03,188400.0
108736,2013-06-21,74000.0
108738,2017-10-06,73000.0
108739,2007-05-17,209900.0
108740,2007-01-26,198900.0
108741,2007-01-08,219900.0
108742,2007-04-18,194900.0
108743,2018-02-27,85000.0
108747,2000-02-22,46900.0
108751,2018-02-21,29000.0
108752,1998-09-09,56900.0
108753,2018-05-03,24000.0
108754,2011-05-31,10000.0
108755,2015-02-24,75500.0
108756,2015-01-08,35000.0
108757,2015-04-07,35000.0
108758,2015-02-24,75500.0
108759,2006-02-02,130000.0
108760,2007-02-21,125000.0
108763,1992-11-02,45900.0
108764,2017-12-13,35000.0
108765,1992-11-02,42900.0
108766,2005-09-20,110000.0
108768,2005-02-08,73000.0
108769,2005-09-27,137500.0
108772,1992-09-04,62900.0
108774,2007-04-02,142500.0
108776,2001-08-14,41000.0
108777,1992-09-04,64650.0
108779,2014-02-26,30000.0
108783,2003-10-28,60000.0
108785,2018-02-06,115000.0
108787,1990-05-17,70900.0
108790,1993-08-13,85000.0
108791,2017-03-02,97000.0
108792,2017-04-06,90000.0
108793,2017-09-12,75000.0
108794,2006-08-31,174585.0
108795,2007-04-24,178400.0
108796,2007-06-19,169900.0
108798,2007-04-03,192188.0
108799,2007-09-28,149900.0
108800,2007-03-22,174900.0
108801,2007-04-09,179900.0
108802,2009-06-19,163000.0
108803,2017-04-19,210000.0
108804,2007-09-17,180000.0
108805,2011-05-16,70000.0
108806,2009-07-21,159995.0
108807,2010-07-26,120000.0
108808,2007-07-06,198000.0
108809,2007-04-24,165000.0
108810,2007-06-19,169900.0
108811,2007-03-29,159900.0
108812,2007-07-25,179900.0
108813,2016-06-24,45000.0
108814,2007-08-23,178400.0
108815,2007-05-04,172500.0
108816,2008-10-28,165900.0
108817,2011-02-10,97485.0
108818,2016-04-11,63700.0
108819,2008-01-02,189900.0
108820,2008-07-07,175000.0
108821,2007-06-11,196000.0
108822,2007-05-19,197900.0
108823,2007-04-09,173400.0
108824,2007-08-07,245000.0
108825,2007-06-11,178400.0
108826,2007-09-04,149000.0
108827,2007-05-09,178400.0
108828,2007-04-03,178400.0
108829,2011-01-06,79900.0
108831,2016-05-20,47000.0
108832,2013-12-12,45000.0
108833,2017-01-10,65000.0
108834,2007-08-06,149900.0
108835,2007-04-30,188400.0
108836,2007-04-19,195900.0
108837,2007-04-30,178400.0
